id,type,status,tiny_link,title,content,is_internal
225249962,page,current,/x/qgptDQ,Settlement,,False
225258450,page,current,/x/0ittDQ,Legacy Architecture - EMC,Downloading orders from EMC (SupplyNet) to OMEGA for order booking 198px,
225549375,page,current,/x/P5xxDQ,Abacus Architecture Diagram,,False
225549557,page,current,/x/9ZxxDQ,Instrumentation,Instrumentation involves the following components – Message Tracking System/Application Visibility Error and Audit logging capabilities Resubmission mechanism Alerting/Self-Correcting capabilities Archival Mechanism The attributes of a message/metadata related to the event is passed along with the payload when communication happens between services/system without any overhead to the actual processing.,
225551641,page,current,/x/GaVxDQ,GIV Endpoints URL Details,,False
225551646,page,current,/x/HqVxDQ,My Financials,,
230363421,page,current,/x/HRG7DQ,Omega AR Sub Modules ( EBS ),,False
230367309,page,current,/x/TSC7DQ,Order Import,,
230367319,page,current,/x/VyC7DQ,Legacy Architecture,,False
230374207,page,current,/x/Pzu7DQ,Uploading OR Adding a New file  on Gitlab,250,
230374237,page,current,/x/XTu7DQ,Installing GIT,,False
230374911,page,current,/x/-z27DQ,Credit Services,"Service Description Environment Swagger URL Financial Attributes Service (INT9W)  -     ( CAM  Customer Model ) Service to expose financial attributes information of customer like Credit Limit, AR balances , collector ,payment terms etc As of now , US and Canada . GE4 https://arcreditservices-ge4.ausvdc02.pcf.dell.com/pcfint9wgateway/swagger-ui.html#/ GE1 https://arcreditservices-ge1.ausvdc02.pcf.dell.com/pcfint9wgateway/swagger-ui.html#/ GE2 https://arcreditservices-ge2.ausvdc02.pcf.dell.com/pcfint9wgateway/swagger-ui.html#/ GE3 https://arcreditservices-ge3.ausvdc02.pcf.dell.com/pcfint9wgateway/swagger-ui.html#/ PERF https://arcreditservices-perf.ausvdc02.pcf.dell.com/pcfint9wgateway/swagger-ui.html#/ PROD https://arcreditservices- prod.ausmpc.pcf.dell.com /pcfint9wgateway/swagger-ui.html#/ Financial Attributes Service (INT9W)  -     ( GII  Customer Model ) Service to expose financial attributes information of customer like Credit Limit, AR balances , collector ,payment terms etc As of now ,APJ and EMEA GE4 https://arcreditservices-ge4.ausvdc02.pcf.dell.com/arcreditlimitchecker/swagger-ui.html#/ GE3 https://arcreditservices-ge3.ausvdc02.pcf.dell.com/arcreditlimitchecker/swagger-ui.html#/ GE2 https://arcreditservices-ge2.ausvdc02.pcf.dell.com/arcreditlimitchecker/swagger-ui.html#/ GE1 https://arcreditservices-ge1.ausvdc02.pcf.dell.com/arcreditlimitchecker/swagger-ui.html#/ PERF https://arcreditservices-perf.ausvdc02.pcf.dell.com/arcreditlimitchecker/swagger-ui.html#/ PROD https://arcreditservices- prod.ausmpc.pcf.dell.com / arcreditlimitchecker /swagger-ui.html#/ Credit Request Services Services to create/update/query Credit requests in OCM module of Omega. GE4 https://arcreditservices-ge4.ausvdc02.pcf.dell.com/ocmservice/swagger-ui.html Create: https://arcreditservices- ge4.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/create Query: https://arcreditservices-ge4.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/query Update : https://arcreditservices-ge4.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/update GE1 https://arcreditservices-ge1.ausvdc02.pcf.dell.com/ocmservice/swagger-ui.html GE2 https://arcreditservices-ge2.ausvdc02.pcf.dell.com/ocmservice/swagger-ui.html Create: https://arcreditservices- ge2.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/create Query: https://arcreditservices-ge2.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/query Update : https://arcreditservices-ge2.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/update GE3 https://arcreditservices-ge3.ausvdc02.pcf.dell.com/ocmservice/swagger-ui.html PERF https://arcreditservices-perf.ausvdc02.pcf.dell.com/ocmservice/swagger-ui.html PROD https://arcreditservices-prod.au s mpc.pcf.dell.com /ocmservice/swagger-ui.html Create: https://arcreditservices-prod.au s mpc.pcf.dell.com /ocmservice /dsa/creditrequest/create Query: https://arcreditservices-prod.au s mpc.pcf.dell.com /ocmservice /dsa/creditrequest/query Update : https://arcreditservices-prod.au s mpc.pcf.dell.com /ocmservice /dsa/creditrequest/update PIR Service Service to provide Primary Invoice Receipent  details of Customer . GE4 https://arcreditservices-ge4.ausvdc02.pcf.dell.com/pirservice/swagger-ui.html#/ GE1 https://arcreditservices-ge1.ausvdc02.pcf.dell.com/ pirservice /swagger-ui.html#/ GE2 https://arcreditservices-ge2.ausvdc02.pcf.dell.com/ pirservice /swagger-ui.html#/ GE3 https://arcreditservices-ge3.ausvdc02.pcf.dell.com/ pirservice /swagger-ui.html#/ PERF https://arcreditservices-perf.ausvdc02.pcf.dell.com/ pirservice /swagger-ui.html#/ PROD https://arcreditservices- prod.ausmpc.pcf.dell.com / pirservice /swagger-ui.html#/ GE4 Endpoints: FInancial Attributes Service / INT9w: https://arcreditlimitservice-ge4.ausvdc02.pcf.dell.com/pcfint9wgateway/int9w/customer/520000147720/11/04/DSA Credit Request Services Create: https://arcreditservices-ge4.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/create Query: https://arcreditservices-ge4.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/query Update : https://arcreditservices-ge4.ausvdc02.pcf.dell.com/ocmservice/dsa/creditrequest/update",False
230375675,page,current,/x/_0C7DQ,Vault Implementation,"WHAT IS VAULT ? Hashicorp Vault is a tool for securely accessing secrets . A secret is anything that you want to tightly control access to, such as API keys, passwords, or certificates. Some key features of Vault are: Secure Secret Storage Leasing and Renewal Identity Based Access Revocation CHALLENGES IN DISTRIBUTED APPLICATIONS Managing Service Account credentials, DB passwords. Managing connection details for external systems (e.g. Databases, RabbitMQ etc.). Having a single centralized reference for all the secrets for a distributed system like ABACUS. ABACUS - VAULT INTEGRATION BENEFITS No more config files/app re-deployment when there is any configuration update. Version System availability in Vault for quick rollback or fetch old values. Single point of change in case of – Ø Any change in service account password. Ø Any change in external system connection details. COMPARISON WITH ENTERPRISE VAULT Enterprise Vault is HA over PC1, S3B and Durham using cluster replication , hence tokens created at a particular Vault cluster will not replicate to the other. In our approach, Vault is HA over PC1 and S3B using node replication in single cluster, thus token replication is not required as any token created will be valid for the entire cluster. BEST PRACTICES FOR DEVELOPERS Do not expose the RoleID and Vault URL to the outside. Always keep them hidden or share securely. Below is an example of using Marathon secrets to store Vault details. Bad Practice - Good Practice - BEST PRACTICES FOR OPS/ ADMIN TEAM Controlling access to Vault secrets through a set of defined policies. Make strict policy to have short-lived token to reduce attack-plane in case of security breach.",
230376964,page,current,/x/BEa7DQ,Logging Store,Elastic-Search Cluster: ES Version Environment URL(s) Cluster Name Event Logging Schema(s) Audit Logging Schema(s) 5.5.0 Non-Prod http://ausslabnosql01.us.dell.com:5800/ abacus-sit GE1: order_gateway_event_ge1 GE2: order_gateway_event_ge2 GE3: order_gateway_event_ge3 GE4: order_gateway_event GE1: order_gateway_audit_ge1 GE2: order_gateway_audit_ge2 GE3: order_gateway_audit_ge3 GE4: order_gateway_audit Prod https://abacus-services.us.dell.com/es-abacus / abacus-logevents order_gateway_event order_gateway_audit 7.6.2 Non-Prod https://abacus-services-ge3.us.dell.com/abacus-es / abacus-logevents-np GE1: order_gateway_event_ge1 GE2: order_gateway_event_ge2 GE3: order_gateway_event_ge3 GE4: order_gateway_event_ge4 GE1: order_gateway_audit_ge1 GE2: order_gateway_audit_ge2 GE3: order_gateway_audit_ge3 GE4: order_gateway_audit_ge4 Prod https://abacus-services.us.dell.com/es-logevents/ abacus-logevents order_gateway_event order_gateway_audit,False
230377041,page,current,/x/UUa7DQ,RDD,,False
